0	0.40
34000	0.01
68000	0.00
102000	0.05
136000	0.00
170000	0.06
204000	0.00
238000	0.00
272000	0.05
306000	0.00
340000	0.13
374000	0.28
408000	0.11
442000	0.00
476000	0.10
510000	0.27
544000	0.19
578000	0.04
612000	0.42
646000	0.35
680000	0.04
714000	0.04
748000	0.30
782000	0.02
816000	0.01
850000	0.35
884000	0.34
918000	0.19
952000	0.00
986000	0.06
1020000	0.09
1054000	0.01
1088000	0.15
1122000	0.01
1156000	0.01
1190000	0.52
1224000	0.08
1258000	0.35
1292000	0.15
1326000	0.18
1360000	0.11
1394000	0.19
1428000	0.10
1462000	0.00
1496000	0.06
1530000	0.09
1564000	0.00
1598000	0.05
1632000	0.00
1666000	0.03
1700000	0.08
1734000	0.05
1768000	0.00
1802000	0.00
1836000	0.00
1870000	0.00
1904000	0.00
1938000	0.00
1972000	0.03
2006000	0.00
2040000	0.02
2074000	0.19
2108000	0.06
2142000	0.00
2176000	0.01
2210000	0.00
2244000	0.00
2278000	0.02
2312000	0.08
2346000	0.02
2380000	0.09
2414000	0.18
2448000	0.00
2482000	0.07
2516000	0.00
2550000	0.13
2584000	0.13
2618000	0.00
2652000	0.14
2686000	0.26
2720000	0.00
2754000	0.16
2788000	0.06
2822000	0.09
2856000	0.26
2890000	0.17
2924000	0.19
2958000	0.19
2992000	0.03
3026000	0.15
3060000	0.24
3094000	0.40
3128000	0.17
3162000	0.16
3196000	0.00
3230000	0.27
3264000	0.16
3298000	0.17
