0	0.33
47500	0.00
95000	0.31
142500	0.59
190000	0.58
237500	0.22
285000	0.28
332500	0.26
380000	0.31
427500	0.46
475000	0.33
522500	0.52
570000	0.58
617500	0.35
665000	0.39
712500	0.50
760000	0.28
807500	0.12
855000	0.23
902500	0.54
950000	0.17
997500	0.20
1045000	0.14
1092500	0.37
1140000	0.46
1187500	0.32
1235000	0.37
1282500	0.16
1330000	0.89
1377500	0.17
1425000	0.50
1472500	0.50
1520000	0.29
1567500	0.45
1615000	0.20
1662500	0.05
1710000	0.36
1757500	0.64
1805000	0.29
1852500	0.09
1900000	0.79
1947500	0.07
1995000	0.37
2042500	0.20
2090000	0.11
2137500	0.31
2185000	0.71
2232500	0.15
2280000	0.39
2327500	0.33
2375000	0.48
2422500	0.59
2470000	0.30
2517500	0.15
2565000	0.28
2612500	0.18
2660000	0.16
2707500	0.43
2755000	0.71
2802500	0.10
2850000	0.59
2897500	0.49
2945000	0.32
2992500	0.53
3040000	0.53
3087500	0.54
3135000	0.12
3182500	0.76
3230000	0.16
3277500	0.50
3325000	0.53
3372500	0.20
3420000	0.59
3467500	0.14
3515000	0.24
3562500	0.40
3610000	0.15
3657500	0.39
3705000	0.32
3752500	0.70
3800000	0.35
3847500	0.06
3895000	0.54
3942500	0.85
3990000	0.49
4037500	0.41
4085000	0.12
4132500	0.20
4180000	0.59
4227500	0.39
4275000	0.11
4322500	0.38
4370000	0.43
4417500	0.33
4465000	0.29
4512500	0.18
4560000	0.70
4607500	0.27
