Filename	QueryName	QueryGC	QueryStart	QueryBasesCovered	QueryStrand	QueryLength	HitName	HitStart	HitBasesCovered	HitStrand	HitLength	AlignmentSize	IdenticalBases	AlignmentPercentIdentity	QueryPercentIdentity	LongestPerfectKmer	MeanPerfectKmer	PercentQueryAligned	nk15	nk17	nk19	nk21	nk23	nk25
N79596_dh10b_8kb_11022015_0627_1_ch243_file33_strand.fast5_BaseCalled_2D.fasta.maf	ch243_file33	54.60	1241	270	+	1826	NC_005140	1628214	281	+	1857073	290	0	0.00	0.00	0	NaN	14.79	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch249_file77_strand.fast5_BaseCalled_2D.fasta.maf	ch249_file77	50.63	1584	1424	+	3701	NC_005140	629086	1490	+	1857073	1551	0	0.00	0.00	0	NaN	38.48	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch17_file5_strand.fast5_BaseCalled_2D.fasta.maf	ch17_file5	52.42	1578	1339	+	3983	NC_005140	1738163	1394	+	1857073	1461	0	0.00	0.00	0	NaN	33.62	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch351_file12_strand.fast5_BaseCalled_2D.fasta.maf	ch351_file12	55.09	1014	295	+	1347	NC_005140	1752325	297	+	1857073	312	0	0.00	0.00	0	NaN	21.90	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch368_file14_strand.fast5_BaseCalled_2D.fasta.maf	ch368_file14	54.21	108	4679	+	5571	NC_005140	1186906	4918	+	1857073	4744	0	0.00	0.00	0	NaN	83.99	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch251_file41_strand.fast5_BaseCalled_2D.fasta.maf	ch251_file41	52.29	141	425	+	568	NC_005140	1602030	423	+	1857073	451	0	0.00	0.00	0	NaN	74.82	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch374_file18_strand.fast5_BaseCalled_2D.fasta.maf	ch374_file18	49.33	1345	659	+	7898	NC_005140	422192	692	+	1857073	730	0	0.00	0.00	0	NaN	8.34	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch84_file87_strand.fast5_BaseCalled_2D.fasta.maf	ch84_file87	49.26	1981	1127	+	3583	NC_005140	213573	1089	+	1857073	1211	0	0.00	0.00	0	NaN	31.45	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch26_file131_strand.fast5_BaseCalled_2D.fasta.maf	ch26_file131	51.74	5270	488	+	5771	NC_005140	1012773	498	+	1857073	518	0	0.00	0.00	0	NaN	8.46	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch214_file153_strand.fast5_BaseCalled_2D.fasta.maf	ch214_file153	53.45	41	2072	+	2146	NC_005140	1459092	2076	+	1857073	2206	0	0.00	0.00	0	NaN	96.55	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch509_file5_strand.fast5_BaseCalled_2D.fasta.maf	ch509_file5	47.44	779	653	+	4018	NC_005140	1388537	655	+	1857073	704	0	0.00	0.00	0	NaN	16.25	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch1_file149_strand.fast5_BaseCalled_2D.fasta.maf	ch1_file149	47.49	1300	362	+	2251	NC_005140	1665053	345	+	1857073	380	0	0.00	0.00	0	NaN	16.08	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch327_file4_strand.fast5_BaseCalled_2D.fasta.maf	ch327_file4	52.27	3564	521	+	4098	NC_005140	436693	508	+	1857073	543	0	0.00	0.00	0	NaN	12.71	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch18_file116_strand.fast5_BaseCalled_2D.fasta.maf	ch18_file116	52.84	1701	580	+	5696	NC_005140	144509	571	+	1857073	618	0	0.00	0.00	0	NaN	10.18	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch504_file17_strand.fast5_BaseCalled_2D.fasta.maf	ch504_file17	52.68	272	1006	+	1289	NC_005140	1666712	989	+	1857073	1066	0	0.00	0.00	0	NaN	78.04	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch306_file123_strand.fast5_BaseCalled_2D.fasta.maf	ch306_file123	50.37	3024	1328	+	4360	NC_005140	186278	1392	+	1857073	1443	0	0.00	0.00	0	NaN	30.46	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch422_file56_strand.fast5_BaseCalled_2D.fasta.maf	ch422_file56	50.78	2319	224	+	3572	NC_005140	1235100	241	+	1857073	248	0	0.00	0.00	0	NaN	6.27	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch136_file92_strand.fast5_BaseCalled_2D.fasta.maf	ch136_file92	53.04	719	4212	+	4940	NC_005140	1186924	4907	+	1857073	4317	0	0.00	0.00	0	NaN	85.26	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch285_file0_strand.fast5_BaseCalled_2D.fasta.maf	ch285_file0	51.74	1681	938	+	2733	NC_005140	1819974	948	+	1857073	991	0	0.00	0.00	0	NaN	34.32	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch1_file23_strand.fast5_BaseCalled_2D.fasta.maf	ch1_file23	52.83	313	661	+	5465	NC_005140	1773428	684	+	1857073	716	0	0.00	0.00	0	NaN	12.10	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch181_file67_strand.fast5_BaseCalled_2D.fasta.maf	ch181_file67	52.39	686	661	+	2535	NC_005140	633009	667	+	1857073	701	0	0.00	0.00	0	NaN	26.07	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch83_file13_strand.fast5_BaseCalled_2D.fasta.maf	ch83_file13	51.57	1502	1095	+	3223	NC_005140	740684	1103	+	1857073	1174	0	0.00	0.00	0	NaN	33.97	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch162_file81_strand.fast5_BaseCalled_2D.fasta.maf	ch162_file81	53.24	1925	678	+	2652	NC_005140	532678	680	+	1857073	718	0	0.00	0.00	0	NaN	25.57	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch248_file81_strand.fast5_BaseCalled_2D.fasta.maf	ch248_file81	52.50	130	1238	+	2737	NC_005140	219985	1908	+	1857073	1306	0	0.00	0.00	0	NaN	45.23	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch423_file3_strand.fast5_BaseCalled_2D.fasta.maf	ch423_file3	50.76	10	1116	+	7510	NC_005140	1180098	1108	+	1857073	1174	0	0.00	0.00	0	NaN	14.86	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch360_file23_strand.fast5_BaseCalled_2D.fasta.maf	ch360_file23	49.77	3210	861	+	5003	NC_005140	1635452	877	+	1857073	941	0	0.00	0.00	0	NaN	17.21	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch455_file74_strand.fast5_BaseCalled_2D.fasta.maf	ch455_file74	50.00	69	782	+	1614	NC_005140	1762819	774	+	1857073	815	0	0.00	0.00	0	NaN	48.45	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch453_file99_strand.fast5_BaseCalled_2D.fasta.maf	ch453_file99	50.78	1102	649	+	5480	NC_005140	1634465	666	+	1857073	702	0	0.00	0.00	0	NaN	11.84	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch66_file130_strand.fast5_BaseCalled_2D.fasta.maf	ch66_file130	49.51	2832	615	+	6550	NC_005140	1223779	620	+	1857073	665	0	0.00	0.00	0	NaN	9.39	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch94_file149_strand.fast5_BaseCalled_2D.fasta.maf	ch94_file149	52.52	323	345	+	1546	NC_005140	192699	350	+	1857073	363	0	0.00	0.00	0	NaN	22.32	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch367_file17_strand.fast5_BaseCalled_2D.fasta.maf	ch367_file17	55.43	10	1372	+	1436	NC_005140	741088	1378	+	1857073	1489	0	0.00	0.00	0	NaN	95.54	0	0	0	0	0	0
N79596_dh10b_8kb_11022015_0627_1_ch224_file43_strand.fast5_BaseCalled_2D.fasta.maf	ch224_file43	47.73	8527	514	+	9049	NC_005140	1711741	500	+	1857073	539	0	0.00	0.00	0	NaN	5.68	0	0	0	0	0	0
