0	0.00
500	0.00
1000	0.00
1500	0.00
2000	0.00
2500	0.00
3000	0.00
3500	0.00
4000	0.00
4500	0.00
5000	0.00
5500	0.00
6000	0.00
6500	0.00
7000	0.00
7500	0.00
8000	0.00
8500	0.00
9000	0.00
9500	0.00
10000	0.00
10500	0.00
11000	0.00
11500	0.00
12000	0.00
12500	0.00
13000	0.00
13500	0.00
14000	0.00
14500	0.00
15000	0.00
15500	0.00
16000	0.00
16500	0.00
17000	0.00
17500	0.00
18000	0.00
18500	0.00
19000	0.00
19500	0.00
20000	0.00
20500	0.00
21000	0.00
21500	0.00
22000	0.00
22500	0.00
23000	0.00
23500	0.00
24000	0.00
24500	0.00
25000	0.00
25500	0.00
26000	0.00
26500	0.00
27000	0.00
27500	0.00
28000	0.00
28500	0.00
29000	0.00
29500	0.00
30000	0.00
30500	0.00
31000	0.00
31500	0.00
32000	0.00
32500	0.00
33000	0.00
33500	0.00
34000	0.00
34500	0.00
35000	0.00
35500	0.00
36000	0.00
36500	0.00
37000	0.00
37500	0.00
38000	0.00
38500	0.00
39000	0.00
39500	0.00
40000	0.00
40500	0.00
41000	0.00
41500	0.00
42000	0.00
42500	0.00
43000	0.00
43500	0.00
44000	0.00
44500	0.00
45000	0.00
45500	0.00
46000	0.00
46500	0.00
47000	0.00
47500	0.00
48000	0.00
